months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_model,auto_year,fraud_reported,auto_make_1,auto_make_2,auto_make_3,auto_make_4,auto_make_5,auto_make_6,auto_make_7,auto_make_8,auto_make_9,auto_make_10,auto_make_11,auto_make_12,auto_make_13,incident_city_1,incident_city_2,incident_city_3,incident_city_4,incident_city_5,incident_city_6,auto_make,incident_city,fraud_rate
120,34,312940,2001-10-27,1,500/1000,1000,1056.71,0,464630,0,3,10,13,1,77900,0,2015-01-20,1,1,1,3,5,311,3,1,0,2,1,0,3770,580,580,2610,17,2002,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7,1,0.20224719101123595
144,36,855186,1993-10-31,1,500/1000,2000,1255.68,6000000,466303,0,0,11,15,2,23600,-15600,2015-02-18,1,1,1,3,0,344,7,1,0,0,0,0,7400,740,1480,5180,27,2014,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,0.2857142857142857
414,52,373935,2003-02-13,1,500/1000,500,1335.13,0,452647,0,2,4,5,4,44000,-71000,2015-01-07,2,1,2,3,4,298,13,1,1,1,1,0,54810,6090,6090,42630,32,1999,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,0.25
163,37,812989,2004-03-06,1,250/500,500,1178.95,6000000,441370,0,3,8,7,3,0,-67300,2015-01-16,2,1,2,1,1,707,20,1,1,2,3,1,49400,4940,9880,34580,36,2005,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,7,6,0.2
352,53,993840,2013-07-12,0,250/500,500,1793.16,0,619166,1,0,12,8,5,0,0,2015-01-15,2,0,1,1,0,938,23,1,1,2,2,0,68750,12500,6250,50000,25,2009,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,5,0.24489795918367346
27,32,327856,2014-08-27,2,100/300,500,1008.38,0,472803,0,6,0,19,2,37900,0,2015-02-01,2,0,2,0,4,362,11,1,0,1,0,0,61500,12300,6150,43050,27,2013,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,0.21978021978021978
239,39,506333,1990-06-22,0,100/300,500,1396.83,0,442308,0,5,7,15,0,0,0,2015-01-06,0,1,0,0,6,560,0,4,0,0,3,0,76890,6990,13980,55920,38,2007,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,3,0.21978021978021978
33,32,263159,2008-03-07,2,100/300,500,1402.78,5000000,469383,0,6,7,0,0,70300,-50300,2015-02-02,2,1,1,0,1,876,2,1,1,0,1,0,56070,6230,12460,37380,9,2012,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,12,4,0.5
88,30,372912,1992-08-05,1,100/300,1000,1437.88,0,614383,0,1,13,15,0,42800,-51200,2015-02-25,2,2,2,1,4,947,3,1,0,2,0,1,56000,14000,0,42000,25,2003,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,4,0.18446601941747573
101,33,552788,1991-09-03,0,500/1000,1000,1313.64,0,438617,0,1,8,2,4,12100,0,2015-02-10,1,1,3,3,1,724,3,1,1,1,0,0,4290,780,390,3120,4,1997,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2,0.20224719101123595
20,37,722747,2011-09-02,0,250/500,500,1482.14,0,613936,0,0,13,15,0,33000,-43600,2015-02-22,0,1,2,2,1,118,15,3,0,2,1,0,60750,6750,6750,47250,15,2003,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11,1,0.24489795918367346
126,30,248467,2012-10-06,0,250/500,2000,1171.75,0,472163,0,0,6,2,1,46500,-42700,2015-01-31,2,2,1,2,1,263,23,1,0,2,3,0,48730,4430,4430,39870,25,2011,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,0.25609756097560976
264,43,955953,2014-01-18,0,500/1000,2000,1353.33,0,447458,1,0,0,18,1,0,-8500,2015-02-12,0,0,1,3,6,989,9,3,1,2,0,0,95150,17300,17300,60550,13,2007,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,6,0.16666666666666666
78,24,910622,1992-03-22,1,100/300,500,1175.51,0,474792,1,5,2,19,0,0,0,2015-01-06,3,1,1,3,1,279,20,1,0,0,1,1,7480,680,680,6120,27,2003,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,1,0.21978021978021978
123,28,137675,2012-12-03,0,100/300,2000,1836.02,0,470559,1,5,13,12,3,38000,-41200,2015-01-01,2,2,0,0,0,371,5,1,0,2,1,1,79800,13300,6650,59850,28,2011,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,5,0.3111111111111111
347,51,343421,1996-10-18,2,500/1000,500,1480.79,9000000,432399,0,4,8,2,4,0,-12100,2015-01-07,2,2,2,2,0,904,15,1,1,0,2,0,103560,8630,17260,77670,36,1997,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,7,2,0.5
163,38,413192,1997-10-02,1,500/1000,2000,1453.92,0,607605,0,6,7,19,2,51700,0,2015-02-21,2,2,1,0,1,325,13,1,1,2,3,0,79500,15900,7950,55650,23,1995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2,0.16666666666666666
271,44,247801,2008-03-18,2,250/500,500,1340.71,0,600153,0,2,12,0,2,0,0,2015-02-14,2,1,1,2,4,963,16,1,0,2,2,0,76230,6930,13860,55440,28,1997,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,5,0.24489795918367346
410,54,171147,2010-08-29,0,100/300,2000,714.03,0,465979,1,4,10,2,3,0,-17000,2015-02-16,2,2,1,0,6,522,0,1,1,0,2,0,59520,9920,9920,39680,6,2001,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6,3,0.3111111111111111
448,57,431283,2005-03-31,0,100/300,2000,1376.16,0,466555,0,6,12,10,3,38600,-50300,2015-02-04,0,0,0,3,4,556,10,3,0,2,1,0,47760,5970,5970,35820,19,2013,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11,1,0.3111111111111111
218,41,461962,2013-12-25,0,100/300,500,914.22,0,444155,1,3,9,9,5,37900,-72900,2015-01-22,0,2,2,3,1,82,14,3,0,2,0,0,84590,15380,7690,61520,2,2013,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,10,6,0.21978021978021978
43,38,149467,2014-03-11,2,500/1000,1000,1601.47,0,465764,1,6,5,16,2,64400,0,2015-02-15,0,0,2,2,4,207,1,3,1,2,2,0,61650,6850,6850,47950,35,2006,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,1,0.20224719101123595
33,33,758740,1997-08-04,0,500/1000,1000,1096.79,6000000,446898,0,0,5,7,4,45500,-60600,2015-01-07,2,1,0,3,5,883,16,1,0,2,1,0,81400,8140,8140,65120,22,1998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,6,0.0
126,34,628337,2007-11-14,1,100/300,2000,1078.22,0,453274,0,5,13,4,5,54500,0,2015-02-23,0,2,0,1,4,358,2,3,0,0,1,1,58410,10620,5310,42480,34,2007,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,0.3111111111111111
411,56,574637,1992-07-30,0,250/500,1000,1595.28,0,479320,0,1,10,8,2,0,0,2015-01-06,0,2,0,0,5,794,23,3,0,0,0,0,38610,3510,3510,31590,28,2007,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,13,6,0.26881720430107525
225,37,373600,2000-12-01,2,100/300,1000,1217.84,5000000,443462,0,2,4,19,1,49600,0,2015-02-07,0,0,1,1,6,613,19,3,0,2,2,0,57600,9600,9600,38400,28,2015,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,13,4,0.4
35,35,930032,2002-09-10,0,100/300,2000,1117.42,0,446158,0,6,10,11,1,0,-51900,2015-02-14,0,2,1,1,0,783,23,3,0,2,2,0,53190,5910,11820,35460,20,1996,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,13,2,0.3111111111111111
460,57,396590,1997-11-07,2,100/300,2000,1567.37,0,602514,0,3,2,16,0,62500,0,2015-02-15,2,0,0,2,1,542,10,1,0,2,3,0,58300,5830,11660,40810,26,2014,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9,5,0.3111111111111111
195,38,238412,1993-05-18,0,500/1000,2000,1294.93,6000000,477356,1,4,12,18,4,38000,-50300,2015-02-14,0,0,1,0,6,109,12,3,1,1,2,0,64620,7180,0,57440,27,2003,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,6,0.2857142857142857
360,51,484321,1996-07-11,0,250/500,1000,1152.12,0,434669,1,6,1,10,1,0,-62400,2015-02-05,0,2,2,0,6,749,15,3,0,2,0,1,90480,15080,15080,60320,38,2000,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,5,0.26881720430107525
300,49,795847,1995-12-17,0,100/300,1000,1441.21,0,609322,0,6,4,11,5,0,0,2015-01-04,3,1,3,3,4,112,3,1,0,1,0,0,7080,1180,1180,4720,26,2001,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,1,0.18446601941747573
245,42,218456,2002-07-16,0,500/1000,1000,1575.74,7000000,614265,1,3,3,5,2,0,-68900,2015-02-20,1,1,1,3,3,965,19,1,0,2,2,0,6490,590,1180,4720,9,2011,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,12,6,0.5
146,36,792673,2013-04-12,2,500/1000,2000,1233.96,0,606177,0,5,7,9,2,34500,-60600,2015-02-05,0,2,2,3,0,269,16,3,0,1,1,0,55900,5590,5590,44720,35,2015,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,9,2,0.16666666666666666
67,29,662256,1995-11-13,0,250/500,1000,1861.43,0,461514,1,2,0,14,0,60400,-67800,2015-01-15,2,1,0,2,4,752,16,1,0,0,3,1,63800,6380,6380,51040,1,1998,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,10,1,0.26881720430107525
380,56,971338,2004-11-04,2,100/300,1000,1570.86,0,454685,1,4,4,6,2,66000,0,2015-01-05,2,2,2,3,5,238,10,1,0,0,1,1,58160,7270,7270,43620,3,1996,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10,3,0.18446601941747573
389,53,714738,1998-03-21,0,500/1000,2000,791.47,0,477260,1,5,1,5,4,0,0,2015-01-01,3,1,1,3,0,68,6,1,0,1,2,0,6300,630,1260,4410,7,2001,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,8,5,0.16666666666666666
317,46,753844,1999-07-22,1,250/500,1000,1012.78,0,469126,1,4,11,19,2,43700,0,2015-01-26,2,0,0,1,6,779,18,1,0,2,1,0,104610,19020,19020,66570,24,1999,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8,1,0.26881720430107525
264,44,976645,2010-02-28,0,100/300,500,1047.06,6000000,443402,1,1,3,17,5,0,0,2015-02-13,0,1,0,1,4,934,20,3,0,0,2,0,69850,12700,6350,50800,16,1999,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,6,0.4
20,21,918037,2005-01-30,2,250/500,1000,1390.29,0,479408,0,5,8,14,2,0,-41200,2015-01-14,2,1,1,1,3,540,14,1,0,0,0,0,62900,12580,6290,44030,23,2006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,4,0.26881720430107525
116,30,996253,2001-11-29,1,500/1000,500,951.46,0,467227,1,3,5,9,1,0,-35500,2015-01-31,0,0,0,2,6,30,8,3,0,0,3,0,59670,6630,6630,46410,28,2004,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,5,0.25
222,40,373731,2012-12-24,0,100/300,1000,1226.78,0,468433,1,3,1,4,4,49600,-49200,2015-01-22,0,1,1,2,1,396,17,2,1,2,0,0,81500,16300,8150,57050,0,2013,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,6,0.18446601941747573
439,56,836272,1997-05-11,2,100/300,500,1280.9,0,604289,1,2,1,18,3,48900,-40900,2015-01-30,2,1,1,0,0,738,9,1,0,2,0,0,50000,15000,5000,30000,36,2009,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,7,6,0.21978021978021978
66,28,167231,1994-01-26,1,100/300,2000,1472.77,0,471366,1,0,0,8,0,0,-31700,2015-02-17,2,0,2,2,1,198,0,1,0,2,1,0,48290,8780,8780,30730,26,1995,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,9,6,0.3111111111111111
128,29,743330,2010-11-04,2,500/1000,1000,1878.44,0,450746,1,2,7,9,0,0,-76000,2015-02-20,2,1,2,1,5,917,2,1,0,0,0,0,59070,5370,5370,48330,25,2003,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,5,0.20224719101123595
69,24,807369,1992-06-19,1,500/1000,500,1418.5,0,614948,0,2,1,19,2,0,0,2015-02-04,0,1,1,3,1,604,23,3,0,0,0,0,63300,12660,6330,44310,30,2012,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,6,0.25
294,46,735307,2010-06-02,0,100/300,500,1532.8,0,473935,1,1,9,8,3,0,0,2015-02-23,2,2,2,2,4,652,8,1,0,0,3,1,65780,11960,11960,41860,24,2013,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,8,3,0.21978021978021978
19,29,789208,2002-10-12,2,250/500,500,1304.35,0,617267,1,3,13,6,1,0,0,2015-02-08,0,0,2,0,1,140,6,3,0,0,2,0,75400,11600,11600,52200,27,2005,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,1,0.24489795918367346
191,33,585324,2008-02-25,2,500/1000,2000,1551.61,0,470670,1,2,1,12,4,45000,-30400,2015-02-21,3,1,1,3,6,821,3,1,1,1,1,0,2250,250,250,1750,11,2005,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,12,1,0.16666666666666666
4,39,498759,1996-09-05,0,100/300,1000,1326.98,6000000,450368,0,2,6,15,4,64200,0,2015-01-13,0,0,1,0,5,170,14,3,1,1,3,0,54120,4510,9020,40590,17,2007,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,7,3,0.18181818181818182
298,49,795004,1998-03-16,2,250/500,500,862.92,0,448809,1,4,6,4,5,0,-71700,2015-01-17,0,2,0,2,1,608,16,3,0,0,2,0,69480,11580,11580,46320,3,2007,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,10,4,0.24489795918367346
231,43,203250,2010-04-22,1,100/300,2000,1331.69,0,469653,0,5,0,15,1,0,0,2015-02-18,2,1,1,3,1,600,12,1,0,1,2,0,66950,10300,10300,46350,25,2015,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,0.3111111111111111
338,47,430794,2008-01-25,2,250/500,2000,1486.04,0,615688,0,0,1,2,3,0,-56200,2015-01-14,0,1,0,2,2,906,1,3,0,2,3,0,64100,12820,6410,44870,30,2014,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,4,0.25609756097560976
261,46,156636,2000-09-10,1,100/300,1000,870.55,0,465631,1,6,9,4,4,0,-49400,2015-01-27,2,1,1,2,4,55,19,1,0,0,3,0,80280,13380,13380,53520,34,2013,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,6,0.18446601941747573
321,44,284143,2008-04-23,0,500/1000,2000,1344.56,6000000,443344,1,0,6,10,0,0,-39100,2015-02-12,3,1,3,3,1,403,7,1,0,1,2,0,4680,520,0,4160,23,1999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,3,0.2857142857142857
0,32,740518,2011-02-18,2,500/1000,1000,1377.04,0,441363,1,1,12,0,5,61400,-41100,2015-01-17,0,1,1,0,1,54,6,4,0,1,1,0,39720,6620,6620,26480,23,2002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.20224719101123595
405,58,445289,2012-04-24,0,250/500,500,1237.88,0,462683,1,4,3,8,1,0,-46900,2015-01-13,2,0,0,3,1,121,11,1,0,0,0,0,63580,5780,5780,52020,24,1997,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8,1,0.24489795918367346
304,49,599262,2001-09-25,1,100/300,1000,1525.86,0,463184,0,6,2,4,3,0,0,2015-01-21,2,2,1,2,0,902,2,1,1,1,1,1,73370,13340,6670,53360,3,2013,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10,3,0.18446601941747573
1,29,357949,2006-05-24,2,500/1000,500,854.58,0,612826,0,3,2,13,2,52200,0,2015-01-01,2,2,1,3,4,693,15,1,0,2,3,1,86790,7890,23670,55230,8,2003,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,6,4,0.25
26,39,493161,1992-01-30,1,250/500,1000,770.76,0,433155,1,5,12,17,0,0,-53700,2015-02-18,2,2,0,3,6,986,0,1,0,0,2,0,49800,9960,4980,34860,24,2015,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,1,0.26881720430107525
202,38,320251,2009-01-24,0,100/300,2000,1132.74,0,616120,0,0,1,8,0,0,-37500,2015-02-04,2,2,0,2,6,677,12,1,1,1,1,0,77440,7040,14080,56320,35,2005,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,9,2,0.3111111111111111
289,48,231127,1995-08-29,0,500/1000,500,1173.37,8000000,461744,0,6,5,2,3,0,-42700,2015-01-09,2,0,2,2,4,29,1,1,0,1,0,0,42900,8580,0,34320,33,1999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.0
61,26,766193,2011-07-31,2,100/300,2000,1188.28,6000000,475916,0,3,4,16,5,0,-53800,2015-02-14,0,1,0,1,5,303,16,2,1,1,0,0,53820,11960,5980,35880,14,2015,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5,2,0.25
334,46,555374,2013-01-05,0,100/300,1000,876.88,6000000,454434,1,4,11,15,2,0,0,2015-01-03,2,1,1,3,6,832,2,1,0,2,1,0,57330,12740,6370,38220,17,1998,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,7,2,0.18181818181818182
12,24,491484,1994-11-18,0,500/1000,1000,1143.95,0,464353,0,6,12,13,2,51400,0,2015-02-04,0,1,1,3,1,588,13,3,0,2,1,0,53370,5930,5930,41510,35,2011,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9,5,0.20224719101123595
86,29,925128,2014-08-30,0,100/300,2000,1409.06,0,610302,1,2,9,19,0,74200,-68100,2015-01-30,2,0,1,3,1,930,0,1,0,2,2,1,62920,9680,14520,38720,23,2005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,4,0.3111111111111111
83,24,265093,2006-01-01,1,500/1000,1000,1070.63,0,462106,0,2,6,2,4,0,0,2015-02-20,0,0,2,1,1,922,0,3,0,0,1,0,61600,6160,12320,43120,8,2003,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6,1,0.20224719101123595
126,30,267808,1998-09-10,0,500/1000,2000,916.13,0,431389,1,1,11,9,4,55300,-58400,2015-01-07,0,1,2,3,1,872,16,3,1,2,0,0,74160,6180,12360,55620,12,2002,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,8,3,0.16666666666666666
209,38,116735,2010-01-28,2,250/500,500,1191.5,0,442866,1,2,8,15,0,38600,-52900,2015-01-31,2,1,2,3,6,273,8,1,0,2,0,0,80100,8900,8900,62300,4,2015,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0.24489795918367346
283,48,963680,2003-01-04,2,500/1000,1000,1474.66,0,446755,0,3,11,13,0,0,-46200,2015-02-17,1,1,3,3,1,609,9,1,0,2,3,0,6560,820,820,4920,20,2003,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,13,2,0.20224719101123595
194,34,445694,2004-05-24,0,250/500,1000,1193.45,0,464743,1,3,7,10,1,0,0,2015-01-24,2,1,2,0,6,394,11,1,0,2,1,1,58800,11760,5880,41160,29,1997,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,9,3,0.26881720430107525
184,38,215534,1994-09-12,0,250/500,1000,1437.53,0,437889,0,1,13,5,1,0,0,2015-02-02,0,2,1,0,3,468,6,3,0,0,2,0,53730,11940,5970,35820,30,2013,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,4,0.26881720430107525
479,60,232854,1997-07-07,0,100/300,2000,1304.83,0,473638,0,1,7,6,0,0,0,2015-01-09,2,1,2,0,1,338,18,1,0,0,0,0,60600,5050,10100,45450,10,2001,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6,1,0.3111111111111111
284,48,168260,1991-03-01,2,250/500,1000,1168.8,0,444232,0,3,12,12,2,0,-42400,2015-02-28,2,2,2,2,1,292,11,1,0,0,3,1,35750,6500,3250,26000,12,2001,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,8,4,0.26881720430107525
65,27,538955,2001-09-29,1,100/300,1000,1164.97,0,477695,0,1,0,8,5,43000,-42500,2015-01-17,2,0,2,0,6,687,17,1,0,1,2,1,42840,3570,7140,32130,32,2004,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,0.18446601941747573
222,39,243226,2012-01-10,0,250/500,1000,1232.72,0,458237,1,2,1,10,3,87800,-51200,2015-02-09,0,0,0,1,4,376,21,3,0,1,0,0,87960,14660,14660,58640,36,1999,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,7,6,0.26881720430107525
196,41,246435,2001-07-05,0,250/500,2000,1800.76,0,441499,1,3,10,4,2,0,-78600,2015-01-14,0,1,1,0,4,210,0,3,0,1,0,0,47800,4780,4780,38240,17,2009,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,7,2,0.25609756097560976
253,43,582480,1991-08-07,0,500/1000,500,1187.01,7000000,613436,0,0,12,8,4,46300,-33000,2015-02-02,3,1,3,3,1,215,9,1,0,0,1,0,3840,640,640,2560,34,2014,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,4,0.75
280,43,345539,2012-07-24,1,100/300,1000,1559.34,0,448912,1,3,13,10,3,0,-51600,2015-02-17,2,0,2,1,1,64,1,1,0,0,2,0,77000,14000,7000,56000,31,2004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,5,0.18446601941747573
5,26,924318,2014-07-27,0,250/500,2000,1137.02,0,468872,0,6,4,16,1,31500,0,2015-01-25,2,1,2,0,6,297,22,1,1,1,3,0,88110,16020,16020,56070,5,2003,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.25609756097560976
220,42,726880,1994-08-08,1,100/300,1000,1281.72,0,619811,1,1,4,10,2,33500,-49500,2015-02-13,0,1,1,1,4,911,20,4,0,0,2,1,47740,4340,4340,39060,10,2005,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6,3,0.18446601941747573
85,30,190588,2001-12-09,2,100/300,1000,796.35,0,614166,0,4,2,18,3,72400,-77000,2015-02-20,0,1,2,1,4,141,9,3,1,2,1,1,58960,5360,10720,42880,14,2004,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,3,0.18446601941747573
266,46,246705,1990-03-14,2,250/500,500,1270.02,0,456600,0,0,12,16,3,0,-45800,2015-01-08,1,1,1,3,0,359,5,1,0,1,2,0,2160,480,240,1440,11,2004,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,12,4,0.24489795918367346
41,26,619589,2006-03-28,0,100/300,1000,1383.13,0,618405,0,3,9,8,3,46700,0,2015-02-28,3,1,3,3,4,638,12,1,1,1,1,0,6890,530,1060,5300,17,1997,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,7,5,0.18446601941747573
316,45,164988,2013-12-23,0,100/300,2000,1290.74,5000000,430832,0,2,9,11,0,58300,0,2015-02-12,0,2,0,0,5,544,6,3,0,2,0,1,78870,7170,14340,57360,21,2013,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,11,6,0.14285714285714285
285,47,729534,1991-09-30,1,100/300,1000,1216.68,0,610989,0,5,11,1,2,55100,0,2015-01-06,3,1,3,3,4,222,8,1,0,1,1,0,2700,300,300,2100,14,2013,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1,0.18446601941747573
379,54,505014,2001-12-27,0,100/300,500,1251.16,0,447750,0,0,6,11,1,41400,0,2015-02-15,2,0,2,0,6,675,14,1,0,0,1,0,75960,6330,6330,63300,17,2010,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,7,5,0.21978021978021978
15,34,920826,2005-04-07,1,250/500,2000,1586.41,0,608708,0,2,11,18,2,33500,-58900,2015-01-20,2,0,0,3,6,696,10,1,1,1,3,0,75570,6870,13740,54960,37,2010,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,4,0.25609756097560976
354,48,534982,2003-04-08,0,500/1000,2000,1526.11,5000000,469650,0,5,11,8,4,0,0,2015-01-03,2,0,1,3,4,798,12,1,0,2,3,1,90240,15040,15040,60160,25,1995,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,1,0.25
342,53,110408,2005-11-14,1,100/300,1000,1028.44,0,602304,0,1,9,7,1,0,0,2015-01-26,2,0,0,0,4,846,12,1,0,0,0,0,80960,14720,7360,58880,23,2000,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.18446601941747573
169,38,283052,2005-01-07,0,100/300,1000,1555.94,0,459878,1,6,2,16,3,23300,0,2015-01-25,0,0,2,2,5,275,12,3,0,1,3,1,79080,6590,13180,59310,7,2012,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,8,5,0.18446601941747573
339,49,840806,1994-02-14,1,500/1000,2000,1570.77,0,441142,1,3,0,13,1,98800,-65300,2015-01-18,3,1,1,3,4,128,13,1,0,0,3,0,6820,1240,620,4960,24,2009,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,1,0.16666666666666666
